Id,SalePrice
0,11.80730041109612
1,11.98016421847071
2,12.144367042072213
3,12.165369570011812
4,12.123830388165771
5,12.059752096153002
6,12.095208149155686
7,12.059774592967798
8,12.098845471141074
9,11.698391990671343
10,12.179674811016305
11,11.428425025054501
12,11.468708478654447
13,11.887293009831248
14,11.511492776209272
15,12.818950971912642
16,12.457552286465136
17,12.560233465784439
18,12.453546768047
19,12.912256882874287
20,12.669380955819594
21,12.231680492353524
22,12.050376966929838
23,12.031075335446786
24,12.076829028353021
25,12.167364013042489
26,12.74143533376348
27,12.29149654880305
28,12.25704496120468
29,12.382798321580397
30,12.12944677103645
31,11.362829551713935
32,12.17993033083185
33,12.591270663429372
34,12.525053411346612
35,12.44909462190081
36,12.165308846968882
37,11.972472446345058
38,11.957817680359774
39,11.942049420464235
40,12.084787328224214
41,11.844487439532093
42,12.577531040242883
43,12.362238316015615
44,12.288086677822289
45,12.10980525430825
46,12.556397720273992
47,12.217703476129394
48,12.017828687879252
49,11.957826811024844
50,11.919825438914009
51,12.051137189251184
52,11.840347230352869
53,12.056600094279343
54,12.201690188651853
55,11.84321486456207
56,11.970299668563655
57,11.750524687059805
58,12.328200614317598
59,11.874143836253689
60,11.890624159163835
61,12.006310215503094
62,11.647362223403215
63,11.741744025345492
64,11.765840284792317
65,11.723911624860719
66,11.624457971392806
67,11.837343038817759
68,11.927706998041762
69,11.995880873114006
70,11.60216339279597
71,11.437479002054701
72,11.889685885549115
73,11.727987466394202
74,11.916809615190015
75,11.665286650596249
76,11.44998957764269
77,11.767268314824276
78,12.164553280539998
79,11.57927612364404
80,11.9057283696294
81,11.86343975089069
82,12.306167026390558
83,11.275533397119522
84,11.675572303272169
85,11.674796589900195
86,11.825960105497876
87,11.873138416710805
88,11.64782394239873
89,11.83351038552307
90,11.671176632769331
91,11.78384563195882
92,11.843668922682694
93,11.692815790471967
94,12.078351646324743
95,11.242216340899837
96,11.730955975944013
97,11.49054421060053
98,11.721129939287295
99,11.74225400060429
100,11.895677300155814
101,11.740526784288278
102,11.697352481677376
103,11.957970384560692
104,11.956177225071505
105,12.405932325859899
106,11.28178711411625
107,12.35248643196413
108,11.924689502617587
109,11.780656043707708
110,11.720034670875584
111,11.852416322969473
112,12.386250013897287
113,11.650745061863502
114,12.251692392493306
115,12.485192099368964
116,12.18250048078263
117,11.883115496291722
118,11.914626881061444
119,12.155875527421793
120,11.912930214326886
121,11.762407649101341
122,12.735409133619896
123,12.327219928732534
124,11.877907477457995
125,11.091680154101896
126,11.564516468068895
127,11.919299444749917
128,11.568163720197525
129,11.768300473785615
130,11.539501957759672
131,11.71797242678168
132,11.696991594439721
133,11.829199655001279
134,11.76531924238663
135,12.355261624629547
136,12.09701475342264
137,12.171000058878878
138,11.955228539506026
139,12.00624814290676
140,11.206438803184529
141,11.707559575428434
142,11.354435162377698
143,12.53912071547977
144,12.417276541752859
145,12.069942532135444
146,12.149283574782531
147,12.214972460901844
148,12.167055613505369
149,11.978119100288655
150,11.793004625792346
151,12.124823744297771
152,12.043028114893142
153,11.793261820530958
154,11.435511591050638
155,11.322570276651085
156,11.402738101964147
157,11.715293296590081
158,11.931301056536661
159,12.185825873197219
160,11.939618523015971
161,11.877211935898856
162,12.603554340796492
163,12.316121044326128
164,11.73851459342686
165,11.92932882976855
166,12.127897930861536
167,12.49287974297109
168,12.141433815769641
169,12.888873335993466
170,12.19106336624153
171,12.361468055922781
172,12.079883725203533
173,12.140262719476565
174,12.115428097161113
175,11.945598600427001
176,12.117029855164352
177,12.234907924304292
178,12.097984331740436
179,12.441165456626512
180,12.02877372279038
181,12.344499689610824
182,12.311379601095496
183,12.318763556858318
184,12.102509062370808
185,11.958364256220902
186,11.89356317870254
187,11.79445006136867
188,11.834605896685403
189,11.647078801499134
190,11.691696228328544
191,11.436909488156717
192,11.481867338751147
193,11.933521248340874
194,11.858502548513268
195,11.900946310304509
196,11.965039956655106
197,11.90428420267384
198,11.60201348970508
199,11.926627802049554
200,13.0256003624782
201,12.880350982550608
202,12.794073315512115
203,13.098239647129054
204,12.632874603778488
205,12.772007193943034
206,12.817003653402631
207,12.679215152442092
208,12.560039617772562
209,12.718876876896356
210,12.555892117596693
211,12.845930670404085
212,12.556254891599087
213,12.391795074660587
214,12.179330952899905
215,12.191168861817342
216,12.341477814816196
217,12.979845793818807
218,12.933766117125824
219,12.828221196215132
220,12.368034120296427
221,12.580424223923982
222,12.075472588940592
223,12.05119831228637
224,12.070551361099163
225,12.015076899417013
226,12.03804634978529
227,12.140453941834593
228,12.099928679804323
229,12.130611750288606
230,12.07314966032975
231,12.401783787776711
232,12.057934112287702
233,12.117752178130846
234,12.044293470406862
235,12.509624489673879
236,12.082025847275267
237,12.939065673890282
238,12.794176042053094
239,12.430790803795887
240,12.453128497770622
241,12.450202579389885
242,12.436470005747182
243,12.542212798423563
244,12.279192109954407
245,12.981982234493334
246,12.316291069005983
247,12.28314033103922
248,12.46686597201732
249,12.316451420604468
250,12.438483656808998
251,12.499611673204408
252,12.525046492143003
253,12.305144647025584
254,12.213363852374227
255,12.110247335361976
256,11.97855927093609
257,11.838340872773896
258,12.24719428921314
259,12.432316021462594
260,11.929210303982172
261,11.744172309530581
262,11.926597120514407
263,12.290167725914415
264,12.383200025387346
265,12.1872405359644
266,12.079144857000582
267,12.053523891347822
268,12.07968151960061
269,11.971056997348633
270,11.607132258166134
271,11.730411055501174
272,11.71021540834901
273,11.688529700372863
274,11.807005550585838
275,11.591703460679742
276,12.653839778491152
277,12.313566175739929
278,12.643457452083137
279,12.36057233709076
280,12.193294613840363
281,12.03972294022898
282,12.056049733551173
283,12.57370162418143
284,12.332358395998444
285,12.204575527862879
286,12.25435505910131
287,12.391025193373087
288,11.961256955680419
289,11.810835608221474
290,12.434282973403645
291,11.695119591138582
292,11.913406997798813
293,12.110038164823417
294,11.982757211738548
295,11.720347888519878
296,11.68709453883163
297,11.917728985719124
298,11.967822735693838
299,11.994403664298435
300,11.907034281612324
301,12.087540976302543
302,11.997810592736409
303,11.6764815708416
304,12.089092344424204
305,11.945950662286842
306,12.364545300110061
307,11.901821371728388
308,12.056469997871243
309,11.894892922498952
310,11.802885073160173
311,11.893846217973655
312,11.767304631803167
313,11.902727543418788
314,11.775004200184933
315,11.740722585548578
316,11.649418840663296
317,11.811832655052482
318,11.55600010136222
319,11.995531213972562
320,11.771482454880413
321,11.345837819916378
322,11.952913214166484
323,11.52875041249826
324,11.612359707773825
325,11.822205265698921
326,11.895525107918331
327,11.023442455713163
328,11.55392239509676
329,11.290622537929357
330,12.185761651627768
331,12.070631261783706
332,11.806760388273103
333,11.851856266963685
334,11.868683763567299
335,11.640094637383658
336,11.814743096452531
337,11.750569581757398
338,11.55571817236331
339,11.774060442797905
340,11.775940846308503
341,11.766612917529805
342,11.957047675086732
343,11.866031628189994
344,11.802109947511887
345,11.724334590601057
346,11.605947320484947
347,11.691423528868219
348,11.665773176747317
349,11.975907005804906
350,11.541529959833378
351,11.39135720477802
352,11.701734446151827
353,11.517026272852192
354,10.92247817536721
355,11.491827753558049
356,11.59487463943905
357,11.936892523347153
358,11.757161048376837
359,11.112896148124339
360,11.48048756241558
